,Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric,Low,High,Comments
1286,Life expectancy at age 60 (years),Published,2012,Europe,High-income,France,Both sexes,25,25.0,,,
1287,Life expectancy at birth (years),Published,1990,Europe,High-income,United Kingdom of Great Britain and Northern Ireland,Both sexes,76,76.0,,,
1288,Life expectancy at age 60 (years),Published,2012,Europe,High-income,United Kingdom of Great Britain and Northern Ireland,Female,25,25.0,,,
1289,Life expectancy at age 60 (years),Published,1990,Europe,High-income,United Kingdom of Great Britain and Northern Ireland,Both sexes,20,20.0,,,
1290,Life expectancy at age 60 (years),Published,2012,Europe,High-income,United Kingdom of Great Britain and Northern Ireland,Both sexes,24,24.0,,,
1291,Life expectancy at birth (years),Published,1990,Africa,High-income,Equatorial Guinea,Female,49,49.0,,,
1292,Life expectancy at birth (years),Published,2012,Africa,High-income,Equatorial Guinea,Female,57,57.0,,,
1293,Life expectancy at birth (years),Published,1990,Africa,High-income,Equatorial Guinea,Both sexes,48,48.0,,,
1294,Life expectancy at birth (years),Published,2000,Africa,High-income,Equatorial Guinea,Both sexes,50,50.0,,,
1295,Life expectancy at age 60 (years),Published,2000,Africa,High-income,Equatorial Guinea,Female,16,16.0,,,
1296,Life expectancy at birth (years),Published,1990,Europe,High-income,Greece,Female,80,80.0,,,
1297,Life expectancy at birth (years),Published,2000,Europe,High-income,Greece,Female,81,81.0,,,
1298,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Greece,Male,21,21.0,,,
1299,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Greece,Female,23,23.0,,,
1300,Life expectancy at birth (years),Published,1990,Europe,High-income,Croatia,Male,69,69.0,,,
1301,Life expectancy at age 60 (years),Published,2012,Europe,High-income,Croatia,Both sexes,21,21.0,,,
1302,Life expectancy at birth (years),Published,1990,Europe,High-income,Hungary,Male,65,65.0,,,
1303,Life expectancy at birth (years),Published,2012,Europe,High-income,Hungary,Both sexes,75,75.0,,,
1304,Life expectancy at age 60 (years),Published,2012,Europe,High-income,Hungary,Both sexes,20,20.0,,,
1305,Life expectancy at birth (years),Published,2000,Europe,High-income,Ireland,Female,79,79.0,,,
1306,Life expectancy at birth (years),Published,2012,Europe,High-income,Ireland,Female,83,83.0,,,
1307,Life expectancy at birth (years),Published,1990,Europe,High-income,Ireland,Both sexes,75,75.0,,,
1308,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Ireland,Female,22,22.0,,,
1309,Life expectancy at age 60 (years),Published,2012,Europe,High-income,Ireland,Female,25,25.0,,,
1310,Life expectancy at birth (years),Published,1990,Europe,High-income,Iceland,Female,81,81.0,,,
1311,Life expectancy at age 60 (years),Published,1990,Europe,High-income,Iceland,Female,24,24.0,,,
1312,Life expectancy at birth (years),Published,2000,Europe,High-income,Israel,Male,77,77.0,,,
1313,Life expectancy at birth (years),Published,1990,Europe,High-income,Israel,Female,79,79.0,,,
1314,Life expectancy at age 60 (years),Published,1990,Europe,High-income,Israel,Male,20,20.0,,,
1315,Life expectancy at age 60 (years),Published,1990,Europe,High-income,Israel,Female,22,22.0,,,
1316,Life expectancy at birth (years),Published,2012,Europe,High-income,Italy,Both sexes,83,83.0,,,
1317,Life expectancy at age 60 (years),Published,1990,Europe,High-income,Italy,Male,19,19.0,,,
1318,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Italy,Both sexes,23,23.0,,,
1319,Life expectancy at birth (years),Published,1990,Western Pacific,High-income,Japan,Male,76,76.0,,,
1320,Life expectancy at birth (years),Published,2012,Western Pacific,High-income,Japan,Female,87,87.0,,,
1321,Life expectancy at birth (years),Published,2000,Western Pacific,High-income,Japan,Both sexes,81,81.0,,,
1322,Life expectancy at birth (years),Published,2000,Western Pacific,High-income,Republic of Korea,Female,80,80.0,,,
1323,Life expectancy at birth (years),Published,2012,Western Pacific,High-income,Republic of Korea,Female,85,85.0,,,
1324,Life expectancy at age 60 (years),Published,2012,Western Pacific,High-income,Republic of Korea,Male,21,21.0,,,
1325,Life expectancy at age 60 (years),Published,1990,Western Pacific,High-income,Republic of Korea,Female,20,20.0,,,
1326,Life expectancy at age 60 (years),Published,1990,Eastern Mediterranean,High-income,Kuwait,Male,19,19.0,,,
1327,Life expectancy at age 60 (years),Published,2000,Eastern Mediterranean,High-income,Kuwait,Male,18,18.0,,,
1328,Life expectancy at age 60 (years),Published,2012,Eastern Mediterranean,High-income,Kuwait,Male,21,21.0,,,
1329,Life expectancy at birth (years),Published,1990,Europe,High-income,Luxembourg,Male,72,72.0,,,
1330,Life expectancy at birth (years),Published,2012,Europe,High-income,Luxembourg,Male,80,80.0,,,
1331,Life expectancy at age 60 (years),Published,1990,Europe,High-income,Luxembourg,Male,18,18.0,,,
1332,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Luxembourg,Both sexes,22,22.0,,,
1333,Life expectancy at birth (years),Published,1990,Europe,High-income,Monaco,Male,74,74.0,,,
1334,Life expectancy at birth (years),Published,2012,Europe,High-income,Monaco,Female,86,86.0,,,
1335,Life expectancy at birth (years),Published,1990,Europe,High-income,Monaco,Both sexes,78,78.0,,,
1336,Life expectancy at birth (years),Published,2012,Europe,High-income,Monaco,Both sexes,82,82.0,,,
1337,Life expectancy at age 60 (years),Published,2012,Europe,High-income,Malta,Female,25,25.0,,,
1338,Life expectancy at age 60 (years),Published,1990,Europe,High-income,Malta,Both sexes,19,19.0,,,
1339,Life expectancy at birth (years),Published,1990,Europe,High-income,Netherlands,Female,80,80.0,,,
1340,Life expectancy at birth (years),Published,2012,Europe,High-income,Netherlands,Female,83,83.0,,,
1341,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Netherlands,Male,19,19.0,,,
1342,Life expectancy at age 60 (years),Published,2012,Europe,High-income,Netherlands,Male,22,22.0,,,
1343,Life expectancy at age 60 (years),Published,1990,Europe,High-income,Netherlands,Female,23,23.0,,,
1344,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Netherlands,Female,24,24.0,,,
1345,Life expectancy at birth (years),Published,2012,Europe,High-income,Norway,Male,80,80.0,,,
1346,Life expectancy at birth (years),Published,2012,Europe,High-income,Norway,Both sexes,82,82.0,,,
1347,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Norway,Male,20,20.0,,,
1348,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Norway,Both sexes,22,22.0,,,
1349,Life expectancy at age 60 (years),Published,1990,Western Pacific,High-income,Nauru,Both sexes,20,20.0,,,
1350,Life expectancy at age 60 (years),Published,2000,Western Pacific,High-income,Nauru,Both sexes,21,21.0,,,
1351,Life expectancy at birth (years),Published,2000,Western Pacific,High-income,New Zealand,Female,81,81.0,,,
1352,Life expectancy at age 60 (years),Published,1990,Western Pacific,High-income,New Zealand,Female,22,22.0,,,
1353,Life expectancy at age 60 (years),Published,2012,Western Pacific,High-income,New Zealand,Female,26,26.0,,,
1354,Life expectancy at age 60 (years),Published,1990,Western Pacific,High-income,New Zealand,Both sexes,20,20.0,,,
1355,Life expectancy at age 60 (years),Published,2000,Western Pacific,High-income,New Zealand,Both sexes,23,23.0,,,
1356,Life expectancy at birth (years),Published,2000,Eastern Mediterranean,High-income,Oman,Female,75,75.0,,,
1357,Life expectancy at age 60 (years),Published,2012,Eastern Mediterranean,High-income,Oman,Male,19,19.0,,,
1358,Life expectancy at age 60 (years),Published,1990,Europe,High-income,Portugal,Male,18,18.0,,,
1359,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Portugal,Male,19,19.0,,,
1360,Life expectancy at age 60 (years),Published,1990,Europe,High-income,Portugal,Female,22,22.0,,,
1361,Life expectancy at age 60 (years),Published,2000,Eastern Mediterranean,High-income,Qatar,Male,21,21.0,,,
1362,Life expectancy at age 60 (years),Published,1990,Eastern Mediterranean,High-income,Qatar,Both sexes,19,19.0,,,
1363,Life expectancy at age 60 (years),Published,2000,Eastern Mediterranean,High-income,Qatar,Both sexes,20,20.0,,,
1364,Life expectancy at birth (years),Published,2012,Eastern Mediterranean,High-income,Saudi Arabia,Female,78,78.0,,,
1365,Life expectancy at birth (years),Published,1990,Eastern Mediterranean,High-income,Saudi Arabia,Both sexes,69,69.0,,,
1366,Life expectancy at birth (years),Published,2012,Eastern Mediterranean,High-income,Saudi Arabia,Both sexes,76,76.0,,,
1367,Life expectancy at age 60 (years),Published,2000,Eastern Mediterranean,High-income,Saudi Arabia,Both sexes,18,18.0,,,
1368,Life expectancy at birth (years),Published,1990,Western Pacific,High-income,Singapore,Female,78,78.0,,,
1369,Life expectancy at birth (years),Published,2012,Western Pacific,High-income,Singapore,Female,85,85.0,,,
1370,Life expectancy at birth (years),Published,1990,Western Pacific,High-income,Singapore,Both sexes,75,75.0,,,
1371,Life expectancy at age 60 (years),Published,2012,Western Pacific,High-income,Singapore,Male,23,23.0,,,
1372,Life expectancy at age 60 (years),Published,1990,Western Pacific,High-income,Singapore,Female,21,21.0,,,
1373,Life expectancy at age 60 (years),Published,2000,Western Pacific,High-income,Singapore,Female,24,24.0,,,
1374,Life expectancy at age 60 (years),Published,2012,Western Pacific,High-income,Singapore,Female,27,27.0,,,
1375,Life expectancy at birth (years),Published,2012,Europe,High-income,Slovakia,Male,72,72.0,,,
1376,Life expectancy at age 60 (years),Published,2012,Europe,High-income,Slovakia,Both sexes,21,21.0,,,
1377,Life expectancy at birth (years),Published,2000,Europe,High-income,Slovenia,Both sexes,76,76.0,,,
1378,Life expectancy at birth (years),Published,2012,Europe,High-income,Slovenia,Both sexes,80,80.0,,,
1379,Life expectancy at age 60 (years),Published,2012,Europe,High-income,Slovenia,Female,25,25.0,,,
1380,Life expectancy at age 60 (years),Published,2000,Europe,High-income,Slovenia,Both sexes,21,21.0,,,
1381,Life expectancy at age 60 (years),Published,2012,Europe,High-income,Sweden,Female,25,25.0,,,
1382,Life expectancy at birth (years),Published,2000,Americas,High-income,Trinidad and Tobago,Male,66,66.0,,,
1383,Life expectancy at birth (years),Published,2000,Americas,High-income,Trinidad and Tobago,Female,73,73.0,,,
1384,Life expectancy at birth (years),Published,2012,Americas,High-income,Trinidad and Tobago,Female,74,74.0,,,
1385,Life expectancy at age 60 (years),Published,2012,Americas,High-income,Trinidad and Tobago,Male,16,16.0,,,
1386,Life expectancy at age 60 (years),Published,2000,Americas,High-income,Trinidad and Tobago,Female,20,20.0,,,
1387,Life expectancy at birth (years),Published,2000,Americas,High-income,United States of America,Male,74,74.0,,,
1388,Life expectancy at birth (years),Published,2012,Americas,High-income,United States of America,Male,76,76.0,,,
1389,Life expectancy at birth (years),Published,1990,Americas,High-income,United States of America,Female,79,79.0,,,
1390,Life expectancy at age 60 (years),Published,1990,Americas,High-income,United States of America,Male,19,19.0,,,
1391,Life expectancy at age 60 (years),Published,2012,Americas,High-income,United States of America,Male,21,21.0,,,
1392,Life expectancy at age 60 (years),Published,2000,Americas,High-income,United States of America,Both sexes,22,22.0,,,
1393,Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Low-income,Afghanistan,Female,56,56.0,,,
1394,Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Low-income,Afghanistan,Female,61,61.0,,,
1395,Life expectancy at age 60 (years),Published,1990,Eastern Mediterranean,Low-income,Afghanistan,Both sexes,14,14.0,,,
1396,Life expectancy at age 60 (years),Published,2000,Eastern Mediterranean,Low-income,Afghanistan,Both sexes,15,15.0,,,
1397,Life expectancy at birth (years),Published,2000,Africa,Low-income,Burundi,Female,50,50.0,,,
1398,Life expectancy at age 60 (years),Published,2000,Africa,Low-income,Burundi,Male,15,15.0,,,
1399,Life expectancy at age 60 (years),Published,2000,Africa,Low-income,Burundi,Female,16,16.0,,,
1400,Life expectancy at age 60 (years),Published,1990,Africa,Low-income,Benin,Female,16,16.0,,,
1401,Life expectancy at birth (years),Published,2000,Africa,Low-income,Burkina Faso,Both sexes,49,49.0,,,
1402,Life expectancy at birth (years),Published,2012,South-East Asia,Low-income,Bangladesh,Female,71,71.0,,,
1403,Life expectancy at age 60 (years),Published,1990,South-East Asia,Low-income,Bangladesh,Both sexes,17,17.0,,,
1404,Life expectancy at age 60 (years),Published,2012,Africa,Low-income,Central African Republic,Female,16,16.0,,,
1405,Life expectancy at age 60 (years),Published,2012,Africa,Low-income,Democratic Republic of the Congo,Male,15,15.0,,,
1406,Life expectancy at birth (years),Published,2012,Africa,Low-income,Comoros,Both sexes,62,62.0,,,
1407,Life expectancy at birth (years),Published,1990,Africa,Low-income,Eritrea,Male,46,46.0,,,
1408,Life expectancy at birth (years),Published,2000,Africa,Low-income,Eritrea,Both sexes,45,45.0,,,
1409,Life expectancy at birth (years),Published,2012,Africa,Low-income,Eritrea,Both sexes,63,63.0,,,
1410,Life expectancy at age 60 (years),Published,1990,Africa,Low-income,Ethiopia,Female,15,15.0,,,
1411,Life expectancy at age 60 (years),Published,2012,Africa,Low-income,Ethiopia,Female,19,19.0,,,
1412,Life expectancy at birth (years),Published,2012,Africa,Low-income,Ghana,Male,61,61.0,,,
1413,Life expectancy at age 60 (years),Published,1990,Africa,Low-income,Ghana,Female,17,17.0,,,
1414,Life expectancy at age 60 (years),Published,2000,Africa,Low-income,Ghana,Female,17,17.0,,,
1415,Life expectancy at birth (years),Published,2000,Africa,Low-income,Guinea,Male,50,50.0,,,
1416,Life expectancy at birth (years),Published,2012,Africa,Low-income,Guinea,Both sexes,58,58.0,,,
1417,Life expectancy at age 60 (years),Published,2000,Africa,Low-income,Guinea,Male,15,15.0,,,
1418,Life expectancy at age 60 (years),Published,2000,Africa,Low-income,Guinea,Both sexes,15,15.0,,,
1419,Life expectancy at birth (years),Published,2000,Africa,Low-income,Gambia,Male,55,55.0,,,
1420,Life expectancy at age 60 (years),Published,1990,Africa,Low-income,Gambia,Male,15,15.0,,,
1421,Life expectancy at birth (years),Published,2000,Africa,Low-income,Guinea-Bissau,Female,53,53.0,,,
1422,Life expectancy at birth (years),Published,1990,Africa,Low-income,Guinea-Bissau,Both sexes,49,49.0,,,
1423,Life expectancy at age 60 (years),Published,1990,Africa,Low-income,Guinea-Bissau,Female,15,15.0,,,
1424,Life expectancy at age 60 (years),Published,1990,Africa,Low-income,Guinea-Bissau,Both sexes,14,14.0,,,
1425,Life expectancy at birth (years),Published,2012,Americas,Low-income,Haiti,Male,61,61.0,,,
1426,Life expectancy at birth (years),Published,1990,Americas,Low-income,Haiti,Female,56,56.0,,,
1427,Life expectancy at age 60 (years),Published,2000,Americas,Low-income,Haiti,Male,15,15.0,,,
1428,Life expectancy at age 60 (years),Published,2012,Americas,Low-income,Haiti,Male,16,16.0,,,
1429,Life expectancy at age 60 (years),Published,2000,Americas,Low-income,Haiti,Female,16,16.0,,,
1430,Life expectancy at birth (years),Published,1990,Africa,Low-income,Kenya,Male,58,58.0,,,
1431,Life expectancy at birth (years),Published,2012,Africa,Low-income,Kenya,Male,59,59.0,,,
1432,Life expectancy at age 60 (years),Published,2000,Africa,Low-income,Kenya,Male,16,16.0,,,
1433,Life expectancy at birth (years),Published,2000,Europe,Low-income,Kyrgyzstan,Both sexes,66,66.0,,,
1434,Life expectancy at birth (years),Published,2012,Europe,Low-income,Kyrgyzstan,Both sexes,69,69.0,,,
1435,Life expectancy at age 60 (years),Published,2000,Europe,Low-income,Kyrgyzstan,Both sexes,16,16.0,,,
1436,Life expectancy at age 60 (years),Published,2000,Western Pacific,Low-income,Cambodia,Female,22,22.0,,,
1437,Life expectancy at age 60 (years),Published,2012,Western Pacific,Low-income,Cambodia,Female,25,25.0,,,
1438,Life expectancy at birth (years),Published,2000,Western Pacific,Low-income,Lao People's Democratic Republic,Female,61,61.0,,,
1439,Life expectancy at birth (years),Published,1990,Western Pacific,Low-income,Lao People's Democratic Republic,Both sexes,53,53.0,,,
1440,Life expectancy at age 60 (years),Published,2012,Western Pacific,Low-income,Lao People's Democratic Republic,Male,16,16.0,,,
